Order State,Department Name,Product Name,Product Price,Order Item Discount,Order Item Quantity,Order Item Total,Order Profit Per Order,Days for shipment (scheduled),Days for shipping (real),Delivery Status
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,7.150000095,1,122.8399963,21.5,0,1,Late delivery
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,15,1,44.99000168,-10.71000004,0,0,Shipping on time
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,12,1,287.980011,129.5899963,0,0,Shipping on time
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,21,1,278.980011,-213.9799957,0,1,Late delivery
Australian Capital Territory,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,72,1,327.980011,20.65999985,0,0,Shipping on time
Western Australia,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,80,1,319.980011,153.5899963,0,0,Shipping on time
Australian Capital Territory,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,50,2,149.9900055,-232.4799957,0,1,Late delivery
Australian Capital Territory,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,9,2,91,27.299999239999998,0,0,Shipping on time
Australian Capital Territory,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,6,3,144,-252,0,1,Late delivery
Western Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,40,4,160,18.07999992,0,0,Shipping on time
Queensland,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,23.98999977,5,175.9600067,-128.9799957,0,1,Late delivery
Queensland,Pet Shop,Adult dog supplies,84.40000153,10.97000027,1,73.43000031,5.510000229,2,2,Shipping on time
Victoria,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1,129.9900055,47.18999863,2,2,Shipping on time
Australian Capital Territory,Apparel,Summer dresses,215.8200073,2.160000086,1,213.6600037,47.00999832,2,6,Late delivery
Western Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,1.799999952,1,58.18999863,20.37000084,2,4,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.9000000950000002,1,126.0899963,63.04999924,2,4,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,5.199999809,1,124.7900009,-83.23999786,2,4,Late delivery
Western Australia,Apparel,Summer dresses,215.8200073,8.630000114,1,207.1900024,97.37999725,2,6,Late delivery
South Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,6.5,1,123.4899979,41.99000168,2,4,Late delivery
Western Australia,Apparel,Summer dresses,215.8200073,25.89999962,1,189.9199982,89.26000214,2,5,Late delivery
Australian Capital Territory,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,19.5,1,110.4899979,49.72000122,2,3,Late delivery
Australian Capital Territory,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,19.5,1,110.4899979,-75.12999725,2,5,Late delivery
Australian Capital Territory,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,20.799999239999998,1,109.1900024,34.18000031,2,5,Late delivery
Queensland,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,2.75,1,47.25,15.11999989,2,5,Late delivery
Victoria,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,6.5,1,43.5,20.01000023,2,4,Late delivery
Victoria,Outdoors,Team Golf Tennessee Volunteers Putter Grip,24.98999977,3.25,1,21.73999977,5.440000057,2,2,Shipping on time
Australian Capital Territory,Outdoors,Titleist Pro V1x Golf Balls,47.99000168,7.199999809,1,40.79000092,18.36000061,2,3,Late delivery
New South Wales,Outdoors,Lawn mower,532.5800171,90.54000092,1,442.0400085,79.5699997,2,2,Shipping on time
Western Australia,Outdoors,Bridgestone e6 Straight Distance NFL Carolina,31.98999977,6.400000095,1,25.59000015,1.279999971,2,4,Late delivery
Western Australia,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1,299.980011,26.39999962,2,4,Late delivery
New South Wales,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,12,1,387.980011,145.4900055,2,6,Late delivery
New South Wales,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,52,1,347.980011,83.51999664,2,4,Late delivery
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,60,1,239.9799957,110.3899994,2,5,Late delivery
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,75,1,224.9900055,-8.550000191,2,5,Late delivery
Queensland,Discs Shop,Fighting video games,39.75,0,1,39.75,15.5,2,3,Late delivery
New South Wales,Discs Shop,Rock music,260.6499939,7.820000172,1,252.8300018,75.84999847,2,5,Late delivery
Queensland,Discs Shop,Rock music,260.6499939,44.31000137,1,216.3399963,97.34999847,2,4,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,22.10000038,1,107.8899994,-72.83000183,2,3,Late delivery
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,2.75,1,47.22999954,12.27999973,0,0,Shipping on time
Australian Capital Territory,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,5,1,44.97999954,-112.4599991,2,5,Late delivery
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,8,1,41.97999954,20.5699997,4,6,Late delivery
South Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,0,4,199.9199982,69.97000122,4,4,Shipping on time
South Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,2,4,197.9199982,-27.30999947,4,2,Advance shipping
South Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,8.5,1,41.47999954,-13.81000042,4,2,Advance shipping
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,4,4,195.9199982,88.16000366,4,3,Advance shipping
Australian Capital Territory,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,22.48999977,5,227.4100037,-52.99000168,0,0,Shipping on time
Australian Capital Territory,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,9,1,40.97999954,14.88000011,0,0,Shipping on time
Australian Capital Territory,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,10,1,39.97999954,3.5199999809999998,4,2,Advance shipping
Australian Capital Territory,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,5,2,94.95999908,-72.83999634,4,6,Late delivery
South Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,32.49000168,5,217.4100037,56.52999878,0,1,Late delivery
Western Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,12.98999977,2,86.97000122,32.61000061,2,6,Late delivery
South Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,49.97999954,5,199.9199982,19.98999977,4,5,Late delivery
Western Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,0,5,249.8999939,67.47000122,1,2,Late delivery
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,14.98999977,3,134.9499969,39.13000107,0,0,Shipping on time
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,3.5,1,46.47999954,-76.69000244,4,3,Advance shipping
Western Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,17.98999977,3,131.9499969,47.90000153,4,6,Late delivery
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,1,2,98.95999908,-14.84000015,1,2,Late delivery
Tasmania,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,19.48999977,3,130.4499969,42.40000153,1,2,Late delivery
Tasmania,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,5,5,244.8999939,-10.52999973,4,6,Shipping canceled
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,10,4,189.9199982,-47.47999954,4,4,Shipping on time
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,2,2,97.95999908,28.40999985,1,2,Late delivery
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,4,2,95.95999908,29.75,4,5,Late delivery
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,5,2,94.95999908,17.85000038,4,3,Advance shipping
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,12.5,5,237.4100037,14.23999977,4,2,Advance shipping
Western Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,17.48999977,5,232.4100037,34.86000061,4,4,Shipping on time
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,19.98999977,4,179.9299927,48.58000183,2,6,Late delivery
Australian Capital Territory,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,37.49000168,5,212.4199982,61.59999847,4,3,Advance shipping
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,10,2,89.95999908,26.98999977,2,2,Shipping on time
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,29.98999977,3,119.9499969,9.960000038,4,5,Late delivery
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,12.5,1,37.49000168,3.75,4,5,Late delivery
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,37.49000168,3,112.4599991,8.430000305,4,4,Shipping on time
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,35.99000168,4,163.9299927,44.25999832,4,4,Shipping on time
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,0,3,149.9400024,67.47000122,1,2,Late delivery
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,0,1,49.97999954,22.98999977,4,5,Late delivery
Western Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,14.98999977,2,84.97000122,22.09000015,4,6,Late delivery
Australian Capital Territory,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,6,3,143.9400024,69.08999634,4,6,Late delivery
Australian Capital Territory,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,0,4,199.9199982,21.98999977,4,5,Late delivery
Australian Capital Territory,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,2,1,47.97999954,23.03000069,4,5,Late delivery
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,2,2,97.95999908,48,4,3,Advance shipping
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,3,2,96.95999908,47.50999832,4,3,Advance shipping
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,10.5,3,139.4400024,38.34999847,2,5,Late delivery
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,4,4,195.9199982,22.13999939,4,5,Late delivery
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,5,2,94.95999908,29.71999931,4,2,Shipping canceled
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,8,4,191.9199982,51.8199997,4,2,Advance shipping
Western Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,4.5,1,45.47999954,12.27999973,4,3,Advance shipping
Western Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,5,1,44.97999954,2.25,4,3,Advance shipping
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,24.98999977,5,224.9100037,70.40000153,4,5,Late delivery
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,14.98999977,2,84.97000122,-121.7600021,4,3,Advance shipping
Western Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,8.5,1,41.47999954,19.5,4,4,Shipping on time
Western Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,39.97999954,5,209.9199982,-83.97000122,4,4,Shipping on time
Western Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,9,1,40.97999954,10.65999985,1,2,Late delivery
Australian Capital Territory,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,23.98999977,4,175.9299927,63.86000061,1,2,Late delivery
South Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,16.98999977,2,82.97000122,-24.88999939,4,2,Shipping canceled
South Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,35.99000168,4,163.9299927,54.09999847,4,2,Shipping canceled
South Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,10,1,39.97999954,3.5999999049999998,4,5,Late delivery
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,0.5,1,49.47999954,22.27000046,4,2,Advance shipping
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,19.98999977,2,79.97000122,28.79000092,4,6,Late delivery
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,1,1,48.97999954,13.22000027,4,5,Late delivery
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,29.98999977,3,119.9499969,-26.98999977,4,2,Advance shipping
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,1.5,1,48.47999954,-16.96999931,4,5,Late delivery
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,62.47999954,5,187.4299927,60.90999985,1,2,Late delivery
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,6,4,193.9199982,7.760000229,1,2,Late delivery
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,0,5,249.8999939,84.47000122,2,4,Late delivery
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,3.5,1,46.47999954,15.10999966,2,2,Shipping on time
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,8.25,3,141.6900024,49.59000015,4,5,Late delivery
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,9,2,90.95999908,-28.84000015,4,5,Late delivery
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,8,4,191.9199982,94.04000092,4,6,Late delivery
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,10.5,3,139.4400024,15.34000015,2,2,Shipping on time
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,13.48999977,3,136.4499969,36.84000015,1,2,Late delivery
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,10,2,89.95999908,43.18000031,2,4,Late delivery
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,4.5,1,45.47999954,21.82999992,4,6,Late delivery
Western Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,19.98999977,2,79.97000122,22.38999939,4,6,Late delivery
Western Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,19.48999977,3,130.4499969,14.73999977,4,6,Late delivery
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,31.98999977,4,167.9299927,78.93000031,2,4,Late delivery
South Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,10,1,39.97999954,13.51000023,1,2,Late delivery
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,3,2,96.95999908,6.110000134,0,1,Late delivery
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,4,2,95.95999908,43.18000031,2,6,Late delivery
Western Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,32.49000168,5,217.4100037,-159.3600006,0,0,Shipping on time
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,7,2,92.95999908,9.300000191,0,1,Late delivery
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,0,4,199.9199982,59.97999954,4,3,Advance shipping
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,9,2,90.95999908,9.100000381,4,5,Late delivery
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,12,2,87.95999908,31.93000031,4,2,Advance shipping
Northern Territory,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,5,1,44.97999954,-0.579999983,1,2,Shipping canceled
Northern Territory,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,7.5,3,142.4400024,51.70999908,1,2,Shipping canceled
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,23.98999977,3,125.9499969,35.27000046,4,5,Late delivery
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,26.98999977,3,122.9499969,7.6199998859999996,4,2,Advance shipping
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,29.98999977,3,119.9499969,32.38999939,4,3,Advance shipping
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,10,5,239.8999939,71.97000122,2,3,Late delivery
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,25.98999977,4,173.9299927,71.30999756,2,3,Late delivery
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,29.98999977,4,169.9299927,-27.700000760000002,2,3,Late delivery
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,9,1,40.97999954,13.850000380000001,2,2,Shipping on time
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,10,1,39.97999954,12.98999977,2,2,Shipping on time
South Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,0,4,199.9199982,89.95999908,1,2,Shipping canceled
Australian Capital Territory,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,2.5,1,47.47999954,17.5699997,4,5,Late delivery
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,6,3,143.9400024,50.38000107,2,5,Late delivery
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,17.98999977,2,81.97000122,38.52000046,4,6,Late delivery
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,29.98999977,5,219.9100037,79.83000183,4,4,Shipping on time
Tasmania,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,6.5,1,43.47999954,14.69999981,4,4,Shipping on time
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,44.97999954,5,204.9199982,66.59999847,4,3,Advance shipping
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,25.48999977,3,124.4499969,-10.94999981,4,2,Advance shipping
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,62.47999954,5,187.4299927,56.22999954,4,2,Advance shipping
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,0,5,249.8999939,82.47000122,4,6,Late delivery
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,12.5,1,37.49000168,2.8099999429999998,1,2,Shipping canceled
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,0,1,49.97999954,8,0,0,Shipping on time
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,12,2,87.95999908,37.8199997,1,2,Late delivery
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,29.98999977,3,119.9499969,58.77999878,4,5,Late delivery
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,12.98999977,2,86.97000122,31.5699997,2,2,Shipping on time
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,0.5,1,49.47999954,17.3199997,4,6,Late delivery
Victoria,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,2,4,197.9199982,64.3199997,4,6,Late delivery
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,1,1,48.97999954,13.71000004,0,0,Shipping on time
Australian Capital Territory,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,17.48999977,5,232.4100037,-13.01000023,4,6,Late delivery
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,22.48999977,5,227.4100037,6.820000172,4,5,Late delivery
South Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,6,4,193.9199982,54.29999924,4,5,Late delivery
South Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,4.5,1,45.47999954,13.18999958,4,2,Advance shipping
South Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,32.49000168,5,217.4100037,58.70000076,4,2,Advance shipping
South Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,10,4,189.9199982,1.899999976,4,5,Late delivery
South Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,5,1,44.97999954,21.59000015,4,3,Advance shipping
Western Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,6,1,43.97999954,21.549999239999998,4,5,Late delivery
Western Australia,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,19.98999977,2,79.97000122,27.03000069,2,4,Late delivery
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,13.98999977,4,185.9299927,50.20000076,4,2,Advance shipping
Queensland,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,37.49000168,5,212.4199982,71.80000305,4,5,Late delivery
Tasmania,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,42.47999954,5,207.4199982,39.40999985,2,5,Late delivery
New South Wales,Fan Shop,O'Brien Men's Neoprene Life Vest,49.97999954,7.5,1,42.47999954,-31.13999939,4,4,Shipping canceled
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,1.200000048,2,118.7799988,-195.9900055,2,6,Late delivery
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,2.4000000950000002,2,117.5800018,-323.3500061,2,6,Late delivery
Queensland,Golf,Nike Men's Deutschland Weltmeister Winners Bl,30,1.200000048,2,58.79999924,-43.09999847,2,5,Late delivery
Victoria,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,9,3,290.9700012,105.6200027,2,4,Late delivery
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,9,3,170.9700012,80.36000061,2,5,Late delivery
Victoria,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,35.99000168,4,203.9700012,-17.950000760000002,2,2,Shipping on time
Queensland,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,0,4,200,67.59999847,2,5,Late delivery
New South Wales,Golf,Columbia Men's PFG Anchor Tough T-Shirt,30,12,4,108,14.899999619999999,2,6,Late delivery
Australian Capital Territory,Outdoors,Bridgestone e6 Straight Distance NFL Carolina,31.98999977,6.400000095,4,121.5599976,59.5699997,2,3,Late delivery
South Australia,Outdoors,Team Golf Tennessee Volunteers Putter Grip,24.98999977,17.98999977,4,81.97000122,21.30999947,2,4,Late delivery
Australian Capital Territory,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,62.5,5,187.5,46.88000107,2,5,Late delivery
Victoria,Technology,Industrial consumer electronics,252.8800049,2.529999971,1,250.3500061,75.11000061,4,3,Advance shipping
Tasmania,Technology,Industrial consumer electronics,252.8800049,25.29000092,1,227.5899963,-45.52000046,4,5,Late delivery
Queensland,Pet Shop,Adult dog supplies,84.40000153,14.350000380000001,1,70.05000305,6.159999847,4,3,Advance shipping
South Australia,Pet Shop,Adult dog supplies,84.40000153,21.10000038,1,63.29999924,-3.99000001,4,6,Late delivery
Victoria,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,3,1,96.98999786,28.12999916,4,4,Shipping on time
Victoria,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,0,1,59.99000168,-12,4,4,Shipping on time
Victoria,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1,129.9900055,32.5,4,6,Late delivery
New South Wales,Apparel,Summer dresses,215.8200073,2.160000086,1,213.6600037,70.51000214,4,2,Advance shipping
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,2.5999999049999998,1,127.3899994,-191.0899963,4,2,Advance shipping
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,2.4000000950000002,1,57.59000015,20.15999985,4,3,Advance shipping
Tasmania,Apparel,Porcelain crafts,461.480011,18.45999908,1,443.019989,155.0599976,4,6,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,5.199999809,1,124.7900009,14.100000380000001,4,4,Shipping on time
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,6.5,1,123.4899979,59.27999878,4,5,Late delivery
Victoria,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,7.150000095,1,122.8399963,-214.9700012,4,3,Advance shipping
Queensland,Apparel,Baby sweater,59.08000183,4.139999866,1,54.93999863,6.2100000380000004,4,6,Late delivery
South Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,11.69999981,1,118.2900009,-201.0899963,4,4,Shipping on time
South Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,13,1,116.9899979,52.65000153,4,4,Shipping on time
South Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,15.600000380000001,1,114.3899994,8.5799999239999991,4,4,Shipping on time
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,16.89999962,1,113.0899963,-90.47000122,4,5,Late delivery
Victoria,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,16.89999962,1,113.0899963,12.77999973,4,5,Late delivery
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,9,1,50.99000168,15.96000004,4,6,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,19.5,1,110.4899979,8.289999962,4,5,Late delivery
Victoria,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,19.5,1,110.4899979,-26.299999239999998,4,5,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,19.5,1,110.4899979,-84.75,4,3,Advance shipping
South Australia,Apparel,Porcelain crafts,461.480011,73.83999634,1,387.6400146,-284.1400146,4,2,Advance shipping
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,22.10000038,1,107.8899994,37.75999832,4,5,Late delivery
Victoria,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,22.10000038,1,107.8899994,53.95000076,4,4,Shipping on time
Victoria,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,23.39999962,1,106.5899963,29.85000038,4,4,Shipping on time
New South Wales,Apparel,Porcelain crafts,461.480011,92.30000305,1,369.1799927,132.9100037,4,4,Shipping on time
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,26,1,103.9899979,-20.799999239999998,4,2,Advance shipping
Victoria,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,32.5,1,97.48999786,29.25,4,4,Shipping on time
Victoria,Apparel,Summer dresses,215.8200073,53.95999908,1,161.8699951,6.46999979,4,2,Advance shipping
South Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,1,1,49,3.680000067,4,4,Shipping on time
Queensland,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,1.600000024,1,38.38999939,13.8199997,4,4,Shipping on time
Victoria,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,3.5,1,46.5,19.53000069,4,3,Advance shipping
Victoria,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,6.400000095,1,33.59000015,-22.67000008,4,4,Shipping on time
New South Wales,Outdoors,Lawn mower,532.5800171,69.23999786,1,463.3399963,46.33000183,4,5,Late delivery
